,weight,BNPL1,BNPL3,BNPL4_a,BNPL4_b,BNPL4_c,BNPL4_d,BNPL4_e,BNPL4_f,EF3_a,EF3_b,EF3_c,EF3_d,EF3_e,EF3_f,EF3_g,EF3_h,I20,ppfs0596,ppeducat,ppage,ppagecat,ppethm,ppgender,ppinc7,ppemploy,ppmarit5,pphhsize,ppkid017,ppfs1482,SL6,B3,A6,C4A,EF1,L0C,I41_c,I41_e,A1_a,A1_b,A1_c,X12_a,X12_b,X12_c,X12_d,X12_e,X12_f,X12_g,EF5C,year
5101,1.1283,No,,,,,,,,No,No,Yes,No,No,No,No,No,More than your income,"$250,000 - $499,999",Some college or Associate's degree,64,55-64,"White, Non-Hispanic",Female,"$150,000 or more",Working full-time,Now married,2,0,Excellent,,About the same,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,,,,,,,,,,,,2022
5102,1.2374,No,,,,,,,,Yes,Yes,No,No,No,No,Yes,No,Less than your income,"Under $50,000",Some college or Associate's degree,19,18-24,"White, Non-Hispanic",Female,"$75,000 to $99,999",Not working,Never married,2,0,Excellent,No,About the same,Very confident,,No,,,,,,,,,,,,,,,2022
5103,0.8881,No,,,,,,,,Yes,Yes,Yes,No,No,No,No,No,Less than your income,"$500,000 - $999,999",Some college or Associate's degree,54,45-54,"White, Non-Hispanic",Male,"$100,000 to $149,999",Working full-time,Now married,2,0,Excellent,,About the same,Very confident,Some of the time,Yes,,,,,,,,,,,,,,,2022
5104,1.0101,No,,,,,,,,No,Yes,Yes,No,No,No,No,No,Less than your income,"$500,000 - $999,999",Bachelor's degree or higher,50,45-54,"Other, Non-Hispanic",Male,"$150,000 or more",Working full-time,Now married,7,3,Excellent,,Somewhat worse off,Very confident,,Yes,3,No,No,,,,,,,,,,,,2022
5105,0.7764,No,,,,,,,,No,No,Yes,No,No,No,No,No,The same as your income,"Under $50,000",Some college or Associate's degree,71,65-74,"Black, Non-Hispanic",Male,"$75,000 to $99,999",Not working,Now married,2,0,Good,,About the same,Very confident,Most or all of the time,No,,,,,,,,,,,,,,,2022
5106,0.3972,No,,,,,,,,No,Yes,No,No,No,No,No,No,More than your income,"Under $50,000",Some college or Associate's degree,33,25-34,"2+ Races, Non-Hispanic",Female,"$75,000 to $99,999",Working full-time,Never married,2,0,Fair,No,Somewhat worse off,Not confident,Most or all of the time,No,,,,Yes,No,Yes,,,,,,,,,2022
5107,1.0526,No,,,,,,,,No,No,Yes,No,No,No,No,No,Less than your income,"Under $50,000",High school graduate (high school diploma or the equivalent GED),42,35-44,"White, Non-Hispanic",Female,"$25,000 to $49,999",Not working,Now married,4,2,Excellent,,About the same,Very confident,Some of the time,Yes,2,No,No,No,No,No,,,,,,,,,2022
5108,1.2767,No,,,,,,,,No,Yes,No,No,No,No,Yes,Yes,More than your income,"Under $50,000",High school graduate (high school diploma or the equivalent GED),44,35-44,"White, Non-Hispanic",Male,"$50,000 to $74,999",Working full-time,Now married,5,3,Good,,Much worse off,Very confident,Most or all of the time,No,3,No,Yes,No,Yes,No,,,,,,,,,2022
5109,0.6116,No,,,,,,,,No,No,Yes,No,No,No,No,No,The same as your income,"$50,000 - $99,999",Some college or Associate's degree,72,65-74,"White, Non-Hispanic",Female,"$25,000 to $49,999",Not working,Divorced,1,0,Excellent,,About the same,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,,,,,,,,,,,,2022
5110,0.6852,No,,,,,,,,No,Yes,No,No,Yes,No,Yes,No,More than your income,"$100,000 - $249,999",High school graduate (high school diploma or the equivalent GED),80,75+,"White, Non-Hispanic",Male,"$10,000 to $24,999",Not working,Now married,2,0,Excellent,,Much worse off,Very confident,Never carried an unpaid balance (always pay in full),No,,,,,,,,,,,,,,,2022
5111,0.6086,No,,,,,,,,No,No,Yes,No,No,No,No,No,The same as your income,"$100,000 - $249,999",Bachelor's degree or higher,39,35-44,"White, Non-Hispanic",Male,"$100,000 to $149,999",Working full-time,Never married,3,1,Good,No,Somewhat better off,Very confident,Most or all of the time,Yes,1,No,No,,,,,,,,,,,,2022
5112,0.6607,No,,,,,,,,Yes,No,No,No,No,No,No,No,Less than your income,"Under $50,000",Some college or Associate's degree,75,75+,"White, Non-Hispanic",Female,"$25,000 to $49,999",Not working,Divorced,1,0,Excellent,,Much worse off,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,,,,,,,,,,,,2022
5113,0.7319,No,,,,,,,,No,No,Yes,No,No,No,No,No,Less than your income,"$100,000 - $249,999",Bachelor's degree or higher,43,35-44,Hispanic,Male,"$100,000 to $149,999",Working full-time,Now married,5,3,Excellent,,About the same,Very confident,Some of the time,Yes,3,No,No,No,No,No,,,,,,,,,2022
5114,1.8245,No,,,,,,,,No,No,Yes,No,No,No,No,No,Less than your income,"Under $50,000",High school graduate (high school diploma or the equivalent GED),39,35-44,"Black, Non-Hispanic",Male,"$50,000 to $74,999",Working full-time,Now married,4,2,Good,No,Somewhat better off,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,No,No,No,,,,,,,,,2022
5115,0.4841,No,,,,,,,,No,No,Yes,No,No,No,No,No,Less than your income,"$50,000 - $99,999",Bachelor's degree or higher,62,55-64,Hispanic,Male,"$100,000 to $149,999",Working full-time,Now married,2,0,Excellent,,Somewhat worse off,Very confident,Some of the time,Yes,,,,,,,,,,,,,,,2022
5116,0.815,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,The same as your income,"Under $50,000",Some college or Associate's degree,77,75+,"White, Non-Hispanic",Female,"$25,000 to $49,999",Not working,Divorced,4,0,Fair,,About the same,Somewhat confident,Most or all of the time,No,,,,,,,,,,,,,,,2022
5117,0.718,No,,,,,,,,No,No,Yes,No,No,No,No,No,Less than your income,"Under $50,000",Some college or Associate's degree,79,75+,"White, Non-Hispanic",Female,"$75,000 to $99,999",Not working,Now married,2,0,Good,,About the same,Very confident,Some of the time,Yes,,,,,,,,,,,,,,,2022
5118,1.7267,No,,,,,,,,No,Yes,No,No,No,No,Yes,No,More than your income,"Under $50,000",High school graduate (high school diploma or the equivalent GED),59,55-64,Hispanic,Female,"$25,000 to $49,999",Not working,Never married,2,0,Good,No,Somewhat worse off,Somewhat confident,Most or all of the time,No,,,,Yes,No,Yes,,,,,,,,,2022
5119,0.5215,No,,,,,,,,Yes,No,No,No,No,No,No,No,The same as your income,,Some college or Associate's degree,76,75+,"White, Non-Hispanic",Male,"$50,000 to $74,999",Not working,Now married,2,0,,,Somewhat worse off,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,,,,,,,,,,,,2022
5120,0.7547,No,,,,,,,,No,No,Yes,No,No,No,No,No,The same as your income,"$1,000,000 or more",High school graduate (high school diploma or the equivalent GED),67,65-74,"White, Non-Hispanic",Male,"$50,000 to $74,999",Not working,Now married,1,0,Excellent,,Somewhat worse off,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,,,,,,,,,,,,2022
5121,0.3919,No,,,,,,,,Yes,No,No,No,No,No,No,No,The same as your income,"$250,000 - $499,999",Bachelor's degree or higher,75,75+,"White, Non-Hispanic",Male,"$75,000 to $99,999",Not working,Now married,2,0,Excellent,,Somewhat worse off,Very confident,Most or all of the time,Yes,,,,,,,,,,,,,,,2022
5122,0.6078,Yes,No,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Less than your income,"$1,000,000 or more",Bachelor's degree or higher,75,75+,"White, Non-Hispanic",Male,"$150,000 or more",Not working,Now married,2,0,Excellent,,Somewhat worse off,Very confident,Some of the time,Yes,,,,,,,,,,,,,,,2022
5123,1.7267,No,,,,,,,,No,No,No,No,Yes,No,Yes,Yes,The same as your income,Not sure,High school graduate (high school diploma or the equivalent GED),59,55-64,Hispanic,Female,"$25,000 to $49,999",Not working,Separated,1,0,Don’t know,,Somewhat worse off,Not confident,,No,,,,,,,,,,,,,,,2022
5124,0.7456,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,The same as your income,"$1,000,000 or more",Bachelor's degree or higher,55,55-64,"White, Non-Hispanic",Male,"$150,000 or more",Working full-time,Now married,4,1,Good,,Somewhat better off,Very confident,Some of the time,Yes,1,No,No,No,No,No,,,,,,,,,2022
5125,1.4109,No,,,,,,,,Yes,No,No,No,No,No,No,No,Less than your income,"$100,000 - $249,999",Bachelor's degree or higher,36,35-44,"White, Non-Hispanic",Female,"$150,000 or more",Working full-time,Now married,4,2,Excellent,No,Somewhat better off,Very confident,Never carried an unpaid balance (always pay in full),Yes,2,No,No,,,,,,,,,,,,2022
5126,0.6403,No,,,,,,,,No,No,Yes,No,No,No,No,No,Less than your income,"$100,000 - $249,999",Bachelor's degree or higher,73,65-74,"White, Non-Hispanic",Male,"$150,000 or more",Not working,Now married,2,0,Excellent,,About the same,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,,,,,,,,,,,,2022
5127,0.417,No,,,,,,,,No,Yes,No,No,No,No,No,No,The same as your income,,Bachelor's degree or higher,65,65-74,"White, Non-Hispanic",Male,"$75,000 to $99,999",Working full-time,Now married,2,0,,,About the same,Somewhat confident,Most or all of the time,No,,,,,,,,,,,,,,,2022
5128,1.8893,No,,,,,,,,No,No,No,No,No,No,Yes,No,The same as your income,"Under $50,000",High school graduate (high school diploma or the equivalent GED),30,25-34,Hispanic,Male,"$10,000 to $24,999",Working full-time,Never married,1,0,Good,,About the same,Somewhat confident,Never carried an unpaid balance (always pay in full),No,,,,,,,,,,,,,,,2022
5129,2.0328,No,,,,,,,,No,Yes,No,No,No,No,No,No,More than your income,"Under $50,000",High school graduate (high school diploma or the equivalent GED),36,35-44,Hispanic,Female,"$50,000 to $74,999",Working part-time,Now married,4,2,Excellent,,Much worse off,Very confident,Most or all of the time,No,2,No,Yes,No,No,No,,,,,,,,,2022
5130,1.298,No,,,,,,,,Yes,No,No,No,No,No,No,No,Less than your income,"$250,000 - $499,999",High school graduate (high school diploma or the equivalent GED),59,55-64,"White, Non-Hispanic",Male,"$100,000 to $149,999",Working full-time,Now married,2,0,Good,,Somewhat better off,Somewhat confident,Some of the time,No,,,,,,,,,,,,,,,2022
5131,1.0833,No,,,,,,,,Yes,No,No,No,No,No,No,No,Less than your income,"Under $50,000",Bachelor's degree or higher,35,35-44,"White, Non-Hispanic",Female,"$100,000 to $149,999",Working full-time,Now married,2,0,Excellent,,About the same,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,No,No,No,,,,,,,,,2022
5132,1.3164,No,,,,,,,,No,No,Yes,No,No,No,No,No,Less than your income,"$100,000 - $249,999",High school graduate (high school diploma or the equivalent GED),52,45-54,"White, Non-Hispanic",Female,"$100,000 to $149,999",Working full-time,Now married,2,0,Excellent,,About the same,Very confident,Most or all of the time,No,,,,,,,,,,,,,,,2022
5133,1.088,No,,,,,,,,No,No,No,No,Yes,No,No,No,More than your income,"Under $50,000",Some college or Associate's degree,24,18-24,Hispanic,Female,"$25,000 to $49,999",Working full-time,Never married,2,0,Fair,,Somewhat worse off,Somewhat confident,Most or all of the time,No,,,,,,,,,,,,,,,2022
5134,0.7089,No,,,,,,,,Yes,No,No,No,No,No,No,No,The same as your income,"Under $50,000",Bachelor's degree or higher,27,25-34,"White, Non-Hispanic",Male,"$25,000 to $49,999",Working full-time,Never married,1,0,Fair,No,About the same,Very confident,,Yes,,,,,,,,,,,,,,,2022
5135,0.9429,No,,,,,,,,Yes,No,No,No,No,No,No,No,Less than your income,"$500,000 - $999,999",Some college or Associate's degree,74,65-74,"White, Non-Hispanic",Male,"$150,000 or more",Not working,Now married,2,0,Excellent,,About the same,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,,,,,,,,,,,,2022
5136,1.2154,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,Less than your income,"Under $50,000",High school graduate (high school diploma or the equivalent GED),64,55-64,"Black, Non-Hispanic",Female,"$50,000 to $74,999",Not working,Never married,2,0,Good,,Somewhat worse off,Not confident,Most or all of the time,No,,,,Yes,Yes,Yes,,,,,,,,,2022
5137,0.597,No,,,,,,,,No,No,Yes,No,No,No,No,No,Less than your income,"$500,000 - $999,999",Bachelor's degree or higher,56,55-64,Hispanic,Male,"$100,000 to $149,999",Working full-time,Now married,2,0,Excellent,,Somewhat better off,Very confident,Once,Yes,,,,,,,,,,,,,,,2022
5138,0.4451,No,,,,,,,,No,No,Yes,No,No,No,No,No,Less than your income,"Under $50,000",Bachelor's degree or higher,55,55-64,"White, Non-Hispanic",Male,"$75,000 to $99,999",Working full-time,Now married,5,0,Good,,About the same,Very confident,Some of the time,No,,,,,,,,,,,,,,,2022
5139,0.6292,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Less than your income,"Under $50,000",Some college or Associate's degree,79,75+,"White, Non-Hispanic",Female,"$25,000 to $49,999",Not working,Divorced,1,0,Fair,,About the same,Somewhat confident,Most or all of the time,No,,,,No,No,No,,,,,,,,,2022
5140,0.7088,No,,,,,,,,No,No,No,No,No,No,Yes,No,The same as your income,"$250,000 - $499,999",Bachelor's degree or higher,42,35-44,"Black, Non-Hispanic",Male,"$75,000 to $99,999",Working full-time,Never married,3,0,Fair,No,About the same,Somewhat confident,Some of the time,No,,,,,,,,,,,,,,,2022
5141,0.6472,No,,,,,,,,No,No,Yes,No,No,No,No,No,Less than your income,"Under $50,000",High school graduate (high school diploma or the equivalent GED),74,65-74,"White, Non-Hispanic",Female,"$10,000 to $24,999",Not working,Divorced,1,0,Don’t know,,About the same,Not confident,,No,,,,,,,,,,,,,,,2022
5142,1.5262,No,,,,,,,,No,No,Yes,No,No,No,No,No,The same as your income,"Under $50,000",Some college or Associate's degree,19,18-24,"Black, Non-Hispanic",Male,"$75,000 to $99,999",Not working,Never married,4,3,Don’t know,,Much better off,Very confident,,No,,,,,,,,,,,,,,,2022
5143,1.0398,No,,,,,,,,Yes,No,No,No,No,No,No,No,Less than your income,"Under $50,000",Bachelor's degree or higher,28,25-34,"White, Non-Hispanic",Female,"$50,000 to $74,999",Working full-time,Never married,1,0,Excellent,,About the same,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,,,,,,,,,,,,2022
5144,0.5839,No,,,,,,,,No,Yes,No,No,Yes,Yes,No,No,The same as your income,"$50,000 - $99,999",Bachelor's degree or higher,59,55-64,"Black, Non-Hispanic",Male,"$75,000 to $99,999",Working full-time,Now married,2,0,Don’t know,,Somewhat worse off,Somewhat confident,Most or all of the time,No,,,,No,No,No,,,,,,,,,2022
5145,0.5781,No,,,,,,,,No,Yes,No,No,No,No,No,No,More than your income,"$500,000 - $999,999",Bachelor's degree or higher,52,45-54,"White, Non-Hispanic",Male,"$100,000 to $149,999",Working full-time,Widowed,6,3,Excellent,,Much worse off,Somewhat confident,Most or all of the time,No,3,No,No,Yes,Yes,Yes,,,,,,,,,2022
5146,1.2853,No,,,,,,,,No,No,Yes,No,No,No,No,No,Less than your income,"$50,000 - $99,999",High school graduate (high school diploma or the equivalent GED),57,55-64,"White, Non-Hispanic",Male,"$100,000 to $149,999",Working full-time,Now married,2,0,Excellent,,About the same,Very confident,Most or all of the time,Yes,,,,,,,,,,,,,,,2022
5147,1.2531,No,,,,,,,,No,Yes,No,No,No,No,No,No,The same as your income,,High school graduate (high school diploma or the equivalent GED),68,65-74,"White, Non-Hispanic",Female,"$150,000 or more",Not working,Now married,2,0,Good,,About the same,Somewhat confident,Some of the time,No,,,,,,,,,,,,,,,2022
5148,0.95,No,,,,,,,,Yes,No,No,No,No,No,No,No,More than your income,"$100,000 - $249,999",Bachelor's degree or higher,48,45-54,Hispanic,Female,"$100,000 to $149,999",Not working,Now married,4,2,Good,,Somewhat worse off,Don’t know,Never carried an unpaid balance (always pay in full),Yes,1,No,No,,,,,,,,,,,,2022
5149,0.9884,No,,,,,,,,No,No,No,No,No,No,No,Yes,The same as your income,"$50,000 - $99,999",High school graduate (high school diploma or the equivalent GED),47,45-54,"White, Non-Hispanic",Male,"$50,000 to $74,999",Not working,Never married,4,0,Excellent,,Much better off,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,,,,,,,,,,,,2022
5150,0.793,No,,,,,,,,No,No,No,No,No,No,No,Yes,Less than your income,"Under $50,000",High school graduate (high school diploma or the equivalent GED),66,65-74,"White, Non-Hispanic",Male,"$25,000 to $49,999",Not working,Never married,3,0,Don’t know,,Somewhat better off,Not confident,,No,,,,,,,,,,,,,,,2022
5151,0.6086,No,,,,,,,,No,No,Yes,No,No,No,No,No,Less than your income,"Under $50,000",Bachelor's degree or higher,36,35-44,Hispanic,Male,"$75,000 to $99,999",Working full-time,Never married,3,0,Excellent,,About the same,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,,,,,,,,,,,,2022
5152,0.8011,No,,,,,,,,No,No,No,No,No,No,No,Yes,Less than your income,"Under $50,000",Some college or Associate's degree,55,55-64,"White, Non-Hispanic",Female,"$25,000 to $49,999",Working part-time,Now married,2,0,Very poor,,Somewhat worse off,Not confident,Most or all of the time,No,,,,Yes,No,Yes,,,,,,,,,2022
5153,1.2689,No,,,,,,,,Yes,No,No,No,No,No,No,No,Less than your income,"$100,000 - $249,999",Bachelor's degree or higher,56,55-64,"White, Non-Hispanic",Female,"$150,000 or more",Working part-time,Now married,4,0,Excellent,,Somewhat better off,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,,,,,,,,,,,,2022
5154,1.2835,No,,,,,,,,Yes,Yes,No,No,No,No,Yes,No,Less than your income,"Under $50,000",Some college or Associate's degree,25,25-34,"Other, Non-Hispanic",Female,"Less than $10,000",Not working,Never married,7,2,Good,Yes,Somewhat worse off,Somewhat confident,Some of the time,No,2,No,No,,,,,,,,,,,,2022
5155,0.4971,No,,,,,,,,No,No,Yes,No,No,No,No,No,Less than your income,"Under $50,000",Bachelor's degree or higher,42,35-44,"White, Non-Hispanic",Male,"$25,000 to $49,999",Working full-time,Now married,4,2,Excellent,No,About the same,Very confident,Most or all of the time,Yes,2,No,No,No,No,No,,,,,,,,,2022
5156,1.4569,No,,,,,,,,No,No,Yes,No,No,No,No,No,Less than your income,"$50,000 - $99,999",Bachelor's degree or higher,36,35-44,Hispanic,Female,"$150,000 or more",Working full-time,Now married,3,1,Good,,Much better off,Very confident,Never carried an unpaid balance (always pay in full),Yes,1,No,No,No,No,No,,,,,,,,,2022
5157,0.8767,No,,,,,,,,Yes,Yes,No,No,No,No,No,No,More than your income,"Under $50,000",Some college or Associate's degree,45,45-54,"Black, Non-Hispanic",Male,"$50,000 to $74,999",Working full-time,Divorced,1,0,Good,No,Somewhat worse off,Very confident,Most or all of the time,No,,,,,,,,,,,,,,,2022
5158,0.7021,No,,,,,,,,Yes,No,No,No,No,No,No,No,Less than your income,"$100,000 - $249,999",Bachelor's degree or higher,50,45-54,"Black, Non-Hispanic",Male,"$100,000 to $149,999",Working full-time,Never married,1,0,Excellent,,About the same,Very confident,Never carried an unpaid balance (always pay in full),Yes,,,,,,,,,,,,,,,2022
5159,1.0377,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,More than your income,"Under $50,000",Bachelor's degree or higher,27,25-34,"Black, Non-Hispanic",Female,"$25,000 to $49,999",Working full-time,Never married,2,0,Fair,No,About the same,Somewhat confident,Most or all of the time,No,,,,No,Yes,Yes,,,,,,,,,2022
